variable,tipo,n_presentes,n_unicos,n_nan,pct_nan,modulo,notas,rol_provisional,etiqueta_codebook,ref_fuente,n_ref,documentada_codebook,tipo_version
IRCOCFY,int64,47299,73,0,0.0,PAST YEAR FREQUENCY OF USE,,Predictor candidato,COCAINE FREQUENCY PAST YEAR - IMPUTATION REVISED,COCYRTOT,1,True,Original u otra
IICOCFY,int64,47299,4,0,0.0,PAST YEAR FREQUENCY OF USE,,Predictor candidato,COCAINE FREQUENCY PAST YEAR - IMPUTATION INDICATOR,COCYRTOT,1,True,Original u otra
II2COCFY,int64,47299,5,0,0.0,PAST YEAR FREQUENCY OF USE,,Predictor candidato,COCAINE FREQ PAST YEAR - DETAILED IMPUTATION INDICATOR,COCYRTOT,1,True,Original u otra
IRCRKFY,int64,47299,52,0,0.0,PAST YEAR FREQUENCY OF USE,,Predictor candidato,CRACK FREQUENCY PAST YEAR - IMPUTATION REVISED,CRKYRTOT,1,True,Original u otra
IICRKFY,int64,47299,4,0,0.0,PAST YEAR FREQUENCY OF USE,,Predictor candidato,CRACK FREQUENCY PAST YEAR - IMPUTATION INDICATOR,CRKYRTOT,1,True,Original u otra
II2CRKFY,int64,47299,5,0,0.0,PAST YEAR FREQUENCY OF USE,,Predictor candidato,CRACK FREQ PAST YEAR - DETAILED IMPUTATION INDICATOR,CRKYRTOT,1,True,Original u otra
IRHERFY,int64,47299,44,0,0.0,PAST YEAR FREQUENCY OF USE,,Predictor candidato,HEROIN FREQUENCY PAST YEAR - IMPUTATION REVISED,HERYRTOT,1,True,Original u otra
IIHERFY,int64,47299,4,0,0.0,PAST YEAR FREQUENCY OF USE,,Predictor candidato,HEROIN FREQUENCY PAST YEAR - IMPUTATION INDICATOR,HERYRTOT,1,True,Original u otra
II2HERFY,int64,47299,5,0,0.0,PAST YEAR FREQUENCY OF USE,,Predictor candidato,HEROIN FREQ PAST YEAR - DETAILED IMPUTATION INDICATOR,HERYRTOT,1,True,Original u otra
IRHALLUCYFQ,int64,47299,69,0,0.0,PAST YEAR FREQUENCY OF USE,,Predictor candidato,HALL FREQUENCY PAST YEAR - IMPUTATION REVISED,HALLUCYFQ,1,True,Original u otra
IIHALLUCYFQ,int64,47299,5,0,0.0,PAST YEAR FREQUENCY OF USE,,Predictor candidato,HALL FREQ PAST YEAR - IMPUTATION INDICATOR,HALLUCYFQ,1,True,Original u otra
IRINHALYFQ2,int64,47299,56,0,0.0,PAST YEAR FREQUENCY OF USE,,Predictor candidato,INHALANT FREQUENCY PAST YEAR - IMPUTATION REVISED,INHALYFQ2,1,True,Original u otra
IIINHALYFQ2,int64,47299,5,0,0.0,PAST YEAR FREQUENCY OF USE,,Predictor candidato,INHALANT FREQ PAST YEAR - IMPUTATION INDICATOR,INHALYFQ2,1,True,Original u otra
IRMETHAMYFQ,int64,47299,79,0,0.0,PAST YEAR FREQUENCY OF USE,,Predictor candidato,METH FREQUENCY PAST YEAR - IMPUTATION REVISED,METHAMYFQ,1,True,Original u otra
IIMETHAMYFQ,int64,47299,5,0,0.0,PAST YEAR FREQUENCY OF USE,,Predictor candidato,METH FREQ PAST YEAR - IMPUTATION INDICATOR,METHAMYFQ,1,True,Original u otra
IRCIGFM,float64,47299,35,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,CIG FREQUENCY PAST MONTH - IMPUTATION REVISED,"CG30EST, CIG30USE",2,True,Original u otra
IICIGFM,int64,47299,4,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,CIG FREQUENCY PAST MONTH - IMPUTATION INDICATOR,"CG30EST, CIG30USE",2,True,Original u otra
II2CIGFM,int64,47299,4,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,CIG FREQUENCY PAST MONTH - DETAILED IMPUTATION INDICATOR,"CG30EST, CIG30USE",2,True,Original u otra
IRCGRFM,float64,47299,34,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,CIGAR FREQUENCY PAST MONTH - IMPUTATION REVISED,"CGR30USE, CI30EST",2,True,Original u otra
IICGRFM,int64,47299,4,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,CIGAR FREQUENCY PAST MONTH - IMPUTATION INDICATOR,"CGR30USE, CI30EST",2,True,Original u otra
II2CGRFM,int64,47299,5,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,CIGAR FREQUENCY PAST MONTH - DETAILED IMPUTATION INDICATOR,"CGR30USE, CI30EST",2,True,Original u otra
IRSMKLSS30N,float64,47299,35,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,SMOKELESS TOBACCO FREQUENCY PAST MONTH - IMPUTATION REVISED,"SMKLSS30E, SMKLSS30N",2,True,Original u otra
IISMKLSS30N,int64,47299,5,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,SMOKELESS TOBACCO FREQUENCY PST MONTH - IMPUTATION INDICATOR,"SMKLSS30E, SMKLSS30N",2,True,Original u otra
IRNICVAP30N,float64,47299,36,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,NICOTINE VAPING FREQUENCY PAST MONTH - IMPUTATION REVISED,NICVAP30N,1,True,Original u otra
IINICVAP30N,int64,47299,5,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,NICOTINE VAPING FREQUENCY PAST MONTH - IMPUTATION INDICATOR,NICVAP30N,1,True,Original u otra
IRALCFM,float64,47299,37,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,ALCOHOL FREQUENCY PAST MONTH - IMPUTATION REVISED,"AL30EST, ALCDAYS",2,True,Original u otra
IIALCFM,int64,47299,4,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,ALCOHOL FREQUENCY PAST MONTH - IMPUTATION INDICATOR,"AL30EST, ALCDAYS",2,True,Original u otra
II2ALCFM,int64,47299,5,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,ALCOHOL FREQUENCY PAST MONTH - DETAILED IMPUTATION INDICATOR,"AL30EST, ALCDAYS",2,True,Original u otra
IRALCBNG30D,int64,47299,33,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,BINGE ALCOHOL FREQUENCY PAST MONTH - IMPUTATION REVISED,ALCBNG30D,1,True,Original u otra
IIALCBNG30D,int64,47299,5,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,BINGE ALCOHOL FREQUENCY PAST MONTH - IMPUTATION INDICATOR,ALCBNG30D,1,True,Original u otra
IRMJFM,float64,47299,36,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,MARIJUANA FREQUENCY PAST MONTH - IMPUTATION REVISED,"MJDAY30A, MR30EST",2,True,Original u otra
IIMJFM,int64,47299,4,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,MARIJUANA FREQUENCY PAST MONTH - IMPUTATION INDICATOR,"MJDAY30A, MR30EST",2,True,Original u otra
II2MJFM,int64,47299,5,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,MARIJUANA FREQ PAST MONTH - DETAILED IMPUTATION INDICATOR,"MJDAY30A, MR30EST",2,True,Original u otra
IRCOCFM,int64,47299,27,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,COCAINE FREQUENCY PAST MONTH - IMPUTATION REVISED,"CC30EST, COCUS30A",2,True,Original u otra
IICOCFM,int64,47299,4,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,COCAINE FREQUENCY PAST MONTH - IMPUTATION INDICATOR,"CC30EST, COCUS30A",2,True,Original u otra
II2COCFM,int64,47299,5,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,COCAINE FREQUENCY PAST MONTH - DETAILED IMPUTATION INDICATOR,"CC30EST, COCUS30A",2,True,Original u otra
IRCRKFM,int64,47299,20,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,CRACK FREQUENCY PAST MONTH - IMPUTATION REVISED,"CR30EST, CRKUS30A",2,True,Original u otra
IICRKFM,int64,47299,4,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,CRACK FREQUENCY PAST MONTH - IMPUTATION INDICATOR,"CR30EST, CRKUS30A",2,True,Original u otra
II2CRKFM,int64,47299,5,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,CRACK FREQUENCY PAST MONTH - DETAILED IMPUTATION INDICATOR,"CR30EST, CRKUS30A",2,True,Original u otra
IRHERFM,float64,47299,18,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,HEROIN FREQUENCY PAST MONTH - IMPUTATION REVISED,"HER30USE, HR30EST",2,True,Original u otra
IIHERFM,int64,47299,4,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,HEROIN FREQUENCY PAST MONTH - IMPUTATION INDICATOR,"HER30USE, HR30EST",2,True,Original u otra
II2HERFM,int64,47299,5,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,HEROIN FREQ PAST MONTH - DETAILED IMPUTATION INDICATOR,"HER30USE, HR30EST",2,True,Original u otra
IRHALLUC30N,float64,47299,23,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,HALLUCINOGEN FREQUENCY PAST MONTH - IMPUTATION REVISED,"HALLUC30E, HALLUC30N",2,True,Original u otra
IIHALLUC30N,int64,47299,5,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,HALLUCINOGEN FREQUENCY PAST MONTH - IMPUTATION INDICATOR,"HALLUC30E, HALLUC30N",2,True,Original u otra
IRINHAL30N2,float64,47299,24,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,INHALANT FREQUENCY PAST MONTH - IMPUTATION REVISED,"INHAL30ES2, INHAL30N2",2,True,Original u otra
IIINHAL30N2,int64,47299,5,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,INHALANT FREQUENCY PAST MONTH - IMPUTATION INDICATOR,"INHAL30ES2, INHAL30N2",2,True,Original u otra
IRMETHAM30N,float64,47299,33,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,METHAMPHETAMINE FREQUENCY PAST MONTH - IMPUTATION REVISED,"METHAM30E, METHAM30N",2,True,Original u otra
IIMETHAM30N,int64,47299,5,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,METHAMPHETAMINE FREQUENCY PAST MONTH - IMPUTATION INDICATOR,"METHAM30E, METHAM30N",2,True,Original u otra
IRPNRNM30FQ,float64,47299,28,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,PAIN RELIEVERS MISUSE FREQ PAST MONTH - IMPUTATION REVISED,"PNRNM30ES, PNRNM30FQ",2,True,Original u otra
IIPNRNM30FQ,int64,47299,5,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,PAIN RELIEVERS MISUSE FREQ PAST MONTH - IMPUTATION INDICATOR,"PNRNM30ES, PNRNM30FQ",2,True,Original u otra
IRTRQNM30FQ,int64,47299,22,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,TRANQUILIZERS MISUSE FREQ PAST MONTH - IMPUTATION REVISED,"TRQNM30ES, TRQNM30FQ",2,True,Original u otra
IITRQNM30FQ,int64,47299,5,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,TRANQUILIZERS MISUSE FREQ PAST MONTH - IMPUTATION INDICATOR,"TRQNM30ES, TRQNM30FQ",2,True,Original u otra
IRSTMNM30FQ,int64,47299,24,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,STIMULANTS MISUSE FREQUENCY PAST MONTH - IMPUTATION REVISED,"STMNM30ES, STMNM30FQ",2,True,Original u otra
IISTMNM30FQ,int64,47299,5,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,STIMULANTS MISUSE FREQ PAST MONTH - IMPUTATION INDICATOR,"STMNM30ES, STMNM30FQ",2,True,Original u otra
IRSEDNM30FQ,int64,47299,18,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,SEDATIVES MISUSE FREQUENCY PAST MONTH - IMPUTATION REVISED,"SEDNM30ES, SEDNM30FQ",2,True,Original u otra
IISEDNM30FQ,int64,47299,4,0,0.0,PAST MONTH FREQUENCY OF USE,,Predictor candidato,SEDATIVES MISUSE FREQUENCY PAST MONTH - IMPUTATION INDICATOR,"SEDNM30ES, SEDNM30FQ",2,True,Original u otra
IRCIGAGE,int64,47299,54,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,CIGARETTE AGE OF FIRST USE - IMPUTATION REVISED,CIGTRY,1,True,Original u otra
IICIGAGE,int64,47299,4,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,CIGARETTE AGE OF FIRST USE - IMPUTATION INDICATOR,CIGTRY,1,True,Original u otra
IRCIGYFU,int64,47299,88,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,CIGARETTE YEAR OF FIRST USE - IMPUTATION REVISED,"CIGYFU, IRCIGAGE",2,True,Original u otra
IICIGYFU,int64,47299,4,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,CIGARETTE YEAR OF FIRST USE - IMPUTATION INDICATOR,"CIGYFU, IRCIGAGE",2,True,Original u otra
IRCDUAGE,int64,47299,59,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,DAILY CIGARETTE AGE OF FIRST USE - IMPUTATION REVISED,CIGAGE,1,True,Original u otra
IICDUAGE,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,DAILY CIGARETTE AGE OF FIRST USE - IMPUTATION INDICATOR,CIGAGE,1,True,Original u otra
IRCD2YFU,int64,47299,84,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,DAILY CIGARETTE YFU - USING CIGDLYFU - IMPUTATION REVISED,"CIGDLYFU, IRCDUAGE",2,True,Original u otra
IICD2YFU,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,DAILY CIGARETTE YEAR OF FIRST USE - IMPUTATION INDICATOR,"CIGDLYFU, IRCDUAGE",2,True,Original u otra
IRCGRAGE,int64,47299,72,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,CIGAR AGE OF FIRST USE - IMPUTATION REVISED,CIGARTRY,1,True,Original u otra
IICGRAGE,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,CIGAR AGE OF FIRST USE - IMPUTATION INDICATOR,CIGARTRY,1,True,Original u otra
IRCGRYFU,int64,47299,81,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,CIGAR YEAR OF FIRST USE - IMPUTATION REVISED,"CIGARYFU, IRCGRAGE",2,True,Original u otra
IICGRYFU,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,CIGAR YEAR OF FIRST USE - IMPUTATION INDICATOR,"CIGARYFU, IRCGRAGE",2,True,Original u otra
IRSMKLSSTRY,int64,47299,61,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,SMOKELESS TOBACCO AGE OF FIRST USE - IMPUTATION REVISED,SMKLSSTRY,1,True,Original u otra
IISMKLSSTRY,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,SMOKELESS TOBACCO AGE OF FIRST USE - IMPUTATION INDICATOR,SMKLSSTRY,1,True,Original u otra
IRSMKLSSYFU,int64,47299,80,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,SMOKELESS TOBACCO YEAR OF FIRST USE - IMPUTATION REVISED,"IRSMKLSSTRY, SMKLSSYFU",2,True,Original u otra
IISMKLSSYFU,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,SMOKELESS TOBACCO YEAR OF FIRST USE - IMPUTATION INDICATOR,"IRSMKLSSTRY, SMKLSSYFU",2,True,Original u otra
IRNICVAPAGE,int64,47299,80,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,NICOTINE VAPING AGE OF FIRST USE - IMPUTATION REVISED,NICVAPAGE,1,True,Original u otra
IINICVAPAGE,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,NICOTINE VAPING AGE OF FIRST USE - IMPUTATION INDICATOR,NICVAPAGE,1,True,Original u otra
IRNICVAPYFU,int64,47299,57,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,NICOTINE VAPING YEAR OF FIRST USE - IMPUTATION REVISED,"IRNICVAPAGE, NICVAPYFU",2,True,Original u otra
IINICVAPYFU,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,NICOTINE VAPING YEAR OF FIRST USE - IMPUTATION INDICATOR,"IRNICVAPAGE, NICVAPYFU",2,True,Original u otra
IRALCAGE,int64,47299,60,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,ALCOHOL AGE OF FIRST USE - IMPUTATION REVISED,ALCTRY,1,True,Original u otra
IIALCAGE,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,ALCOHOL AGE OF FIRST USE - IMPUTATION INDICATOR,ALCTRY,1,True,Original u otra
IRALCYFU,int64,47299,85,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,ALCOHOL YEAR OF FIRST USE - IMPUTATION REVISED,"ALCYFU, IRALCAGE",2,True,Original u otra
IIALCYFU,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,ALCOHOL YEAR OF FIRST USE - IMPUTATION INDICATOR,"ALCYFU, IRALCAGE",2,True,Original u otra
IRMJAGE,int64,47299,88,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,MARIJUANA AGE OF FIRST USE - IMPUTATION REVISED,MJAGE,1,True,Original u otra
IIMJAGE,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,MARIJUANA AGE OF FIRST USE - IMPUTATION INDICATOR,MJAGE,1,True,Original u otra
IRMJYFU,int64,47299,73,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,MARIJUANA YEAR OF FIRST USE - IMPUTATION REVISED,"IRMJAGE, MJYFU",2,True,Original u otra
IIMJYFU,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,MARIJUANA YEAR OF FIRST USE - IMPUTATION INDICATOR,"IRMJAGE, MJYFU",2,True,Original u otra
IRCOCAGE,int64,47299,56,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,COCAINE AGE OF FIRST USE - IMPUTATION REVISED,COCAGE,1,True,Original u otra
IICOCAGE,int64,47299,4,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,COCAINE AGE OF FIRST USE - IMPUTATION INDICATOR,COCAGE,1,True,Original u otra
IRCOCYFU,int64,47299,63,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,COCAINE YEAR OF FIRST USE - IMPUTATION REVISED,"COCYFU, IRCOCAGE",2,True,Original u otra
IICOCYFU,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,COCAINE YEAR OF FIRST USE - IMPUTATION INDICATOR,"COCYFU, IRCOCAGE",2,True,Original u otra
IRCRKAGE,int64,47299,50,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,CRACK AGE OF FIRST USE - IMPUTATION REVISED,CRKAGE,1,True,Original u otra
IICRKAGE,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,CRACK AGE OF FIRST USE - IMPUTATION INDICATOR,CRKAGE,1,True,Original u otra
IRCRKYFU,int64,47299,56,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,CRACK YEAR OF FIRST USE - IMPUTATION REVISED,"CRKYFU, IRCRKAGE",2,True,Original u otra
IICRKYFU,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,CRACK YEAR OF FIRST USE - IMPUTATION INDICATOR,"CRKYFU, IRCRKAGE",2,True,Original u otra
IRHERAGE,int64,47299,49,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,HEROIN AGE OF FIRST USE - IMPUTATION REVISED,HERAGE,1,True,Original u otra
IIHERAGE,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,HEROIN AGE OF FIRST USE - IMPUTATION INDICATOR,HERAGE,1,True,Original u otra
IRHERYFU,int64,47299,63,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,HEROIN YEAR OF FIRST USE - IMPUTATION REVISED,"HERYFU, IRHERAGE",2,True,Original u otra
IIHERYFU,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,HEROIN YEAR OF FIRST USE - IMPUTATION INDICATOR,"HERYFU, IRHERAGE",2,True,Original u otra
IRHALLUCAGE,int64,47299,66,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,HALLUCINOGEN AGE OF FIRST USE - IMPUTATION REVISED,HALLUCAGE,1,True,Original u otra
IIHALLUCAGE,int64,47299,4,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,HALLUCINOGEN AGE OF FIRST USE - IMPUTATION INDICATOR,HALLUCAGE,1,True,Original u otra
IRHALLUCYFU,int64,47299,69,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,HALLUCINOGEN YEAR OF FIRST USE - IMPUTATION REVISED,"HALLUCYFU, IRHALLUCAGE",2,True,Original u otra
IIHALLUCYFU,int64,47299,4,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,HALLUCINOGEN YEAR OF FIRST USE - IMPUTATION INDICATOR,"HALLUCYFU, IRHALLUCAGE",2,True,Original u otra
IRLSDAGE,int64,47299,52,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,LSD AGE OF FIRST USE - IMPUTATION REVISED,LSDAGE,1,True,Original u otra
IILSDAGE,int64,47299,4,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,LSD AGE OF FIRST USE - IMPUTATION INDICATOR,LSDAGE,1,True,Original u otra
IRLSDYFU,int64,47299,66,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,LSD YEAR OF FIRST USE - IMPUTATION REVISED,"IRLSDAGE, LSDYFU",2,True,Original u otra
IILSDYFU,int64,47299,4,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,LSD YEAR OF FIRST USE - IMPUTATION INDICATOR,"IRLSDAGE, LSDYFU",2,True,Original u otra
IRPCPAGE,int64,47299,40,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,PCP AGE OF FIRST USE - IMPUTATION REVISED,PCPAGE,1,True,Original u otra
IIPCPAGE,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,PCP AGE OF FIRST USE - IMPUTATION INDICATOR,PCPAGE,1,True,Original u otra
IRPCPYFU,int64,47299,61,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,PCP YEAR OF FIRST USE - IMPUTATION REVISED,"IRPCPAGE, PCPYFU",2,True,Original u otra
IIPCPYFU,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,PCP YEAR OF FIRST USE - IMPUTATION INDICATOR,"IRPCPAGE, PCPYFU",2,True,Original u otra
IRECSTMOAGE,int64,47299,53,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,ECSTASY AGE OF FIRST USE - IMPUTATION REVISED,ECSTMOAGE,1,True,Original u otra
IIECSTMOAGE,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,ECSTASY AGE OF FIRST USE - IMPUTATION INDICATOR,ECSTMOAGE,1,True,Original u otra
IRECSTMOYFU,int64,47299,60,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,ECSTASY YEAR OF FIRST USE - IMPUTATION REVISED,"ECSTMOYFU, IRECSTMOAGE",2,True,Original u otra
IIECSTMOYFU,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,ECSTASY YEAR OF FIRST USE - IMPUTATION INDICATOR,"ECSTMOYFU, IRECSTMOAGE",2,True,Original u otra
IRINHALAGE2,int64,47299,54,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,INHALANTS AGE OF FIRST USE - IMPUTATION REVISED,INHALAGE2,1,True,Original u otra
IIINHALAGE2,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,INHALANTS AGE OF FIRST USE - IMPUTATION INDICATOR,INHALAGE2,1,True,Original u otra
IRINHALYFU2,int64,47299,70,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,INHALANTS YEAR OF FIRST USE - IMPUTATION REVISED,"INHALYFU2, IRINHALAGE2",2,True,Original u otra
IIINHALYFU2,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,INHALANTS YEAR OF FIRST USE - IMPUTATION INDICATOR,"INHALYFU2, IRINHALAGE2",2,True,Original u otra
IRMETHAMAGE,int64,47299,61,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,METHAMPHETAMINE AGE OF FIRST USE - IMPUTATION REVISED,METHAMAGE,1,True,Original u otra
IIMETHAMAGE,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,METHAMPHETAMINE AGE OF FIRST USE - IMPUTATION INDICATOR,METHAMAGE,1,True,Original u otra
IRMETHAMYFU,int64,47299,64,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,METHAMPHETAMINE YEAR OF FIRST USE - IMPUTATION REVISED,"IRMETHAMAGE, METHAMYFU",2,True,Original u otra
IIMETHAMYFU,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,METHAMPHETAMINE YEAR OF FIRST USE - IMPUTATION INDICATOR,"IRMETHAMAGE, METHAMYFU",2,True,Original u otra
IRPNRNMINIT,int64,47299,4,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,PAST YR INITIATE PAIN RELIEVERS MISUSE - IMPUTATION REVISED,PNRNMINIT,1,True,Original u otra
IIPNRNMINIT,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,PAST YR INITIATE PAIN RELIEVER MISUSE - IMPUTATION INDICATOR,PNRNMINIT,1,True,Original u otra
IRTRQNMINIT,int64,47299,4,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,PAST YR INITIATE TRANQUILIZER MISUSE - IMPUTATION REVISED,TRQNMINIT,1,True,Original u otra
IITRQNMINIT,int64,47299,3,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,PAST YR INITIATE TRANQUILIZER MISUSE - IMPUTATION INDICATOR,TRQNMINIT,1,True,Original u otra
IRSTMNMINIT,int64,47299,4,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,PAST YR INITIATE STIMULANT MISUSE - IMPUTATION REVISED,STMNMINIT,1,True,Original u otra
IISTMNMINIT,int64,47299,2,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,PAST YR INITIATE STIMULANT MISUSE - IMPUTATION INDICATOR,STMNMINIT,1,True,Original u otra
IRSEDNMINIT,int64,47299,4,0,0.0,AGE/DATE OF FIRST DRUG USE,,Predictor candidato,PAST YR INITIATE SEDATIVE MISUSE - IMPUTATION REVISED,SEDNMINIT,1,True,Original u otra
