variable,etiqueta_codebook,modulo,tipo_version,pct_valores_informativos,rol_final_eda
AGADSCED,ADULT GAD-7 TOTAL SCORE - LAST 2 WEEKS,ADULT MENTAL HEALTH,Original u otra,96.531,Variable de sensibilidad
KSSLR6MONED,K6 TOTAL SCORE IN PAST MONTH,ADULT MENTAL HEALTH,Original u otra,96.875,Variable de sensibilidad
KSSLR6YRED,K6 TOTAL SCORE IN PAST YEAR,ADULT MENTAL HEALTH,Original u otra,32.364,Variable de sensibilidad
WHODASSCED,WHODAS TOTAL SCORE,ADULT MENTAL HEALTH,Original u otra,97.125,Variable de sensibilidad
WHODASDAED,ALTERNATIVE WHODAS SCORE,ADULT MENTAL HEALTH,Original u otra,97.125,Variable de sensibilidad
IRDSTNRV30,HOW OFTEN FELT NERVOUS PAST 30 DAYS - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Variable de sensibilidad
IIDSTNRV30,HOW OFTEN FELT NERVOUS PAST 30 DAYS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Excluir de variables de entrada
IRDSTHOP30,HOW OFTEN FELT HOPELESS PAST 30 DAYS - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Variable de sensibilidad
IIDSTHOP30,HOW OFTEN FELT HOPELESS PAST 30 DAYS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Excluir de variables de entrada
IRDSTRST30,HOW OFTEN FELT RESTLESS/FIDGETY PAST 30 DAYS - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Variable de sensibilidad
IIDSTRST30,HOW OFTEN FELT RESTLESS/FIDGETY PAST 30 DAYS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Excluir de variables de entrada
IRDSTCHR30,HOW OFTEN FELT COULDN'T BE CHEERED UP PST 30 DYS - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Variable de sensibilidad
IIDSTCHR30,HOW OFTEN FELT COULDN'T BE CHEERED UP PST 30 DYS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Excluir de variables de entrada
IRDSTEFF30,HOW OFTEN FELT EVERYTHING EFFORT PAST 30 DAYS - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Variable de sensibilidad
IIDSTEFF30,HOW OFTEN FELT EVERYTHING EFFORT PAST 30 DAYS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Excluir de variables de entrada
IRDSTNGD30,HOW OFTEN FELT DOWN/WTHLSS/NO GOOD PAST 30 DAYS - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Variable de sensibilidad
IIDSTNGD30,HOW OFTEN FELT DOWN/WTHLSS/NO GOOD PAST 30 DAYS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Excluir de variables de entrada
IRDSTWORST,MONTH IN PAST 12 MOS FELT WORSE THAN PAST 30 DAYS - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Variable de sensibilidad
IIDSTWORST,MONTH IN PAST 12 MOS FELT WORSE THAN PAST 30 DAYS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Excluir de variables de entrada
IRDSTNRV12,HOW OFTEN FELT NERVOUS WRST MONTH - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,33.432,Variable de sensibilidad
IIDSTNRV12,HOW OFTEN FELT NERVOUS WRST MONTH - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,33.432,Excluir de variables de entrada
IRDSTHOP12,HOW OFTEN FELT HOPELESS WRST MONTH - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,33.432,Variable de sensibilidad
IIDSTHOP12,HOW OFTEN FELT HOPELESS WRST MONTH - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,33.432,Excluir de variables de entrada
IRDSTRST12,HOW OFTEN FELT RESTLESS/FIDGETY WRST MONTH - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,33.432,Variable de sensibilidad
IIDSTRST12,HOW OFTEN FELT RESTLESS/FIDGETY WRST MONTH - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,33.432,Excluir de variables de entrada
IRDSTCHR12,HOW OFTEN FELT COULDN'T BE CHEERED UP WRST MONTH - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,33.432,Variable de sensibilidad
IIDSTCHR12,HOW OFTEN FELT COULDN'T BE CHEERED UP WRST MONTH - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,33.432,Excluir de variables de entrada
IRDSTEFF12,HOW OFTEN FELT EVERYTHING EFFORT WRST MONTH - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,33.432,Variable de sensibilidad
IIDSTEFF12,HOW OFTEN FELT EVERYTHING EFFORT WRST MONTH - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,33.432,Excluir de variables de entrada
IRDSTNGD12,HOW OFTEN FELT DOWN/WTHLSS/NO GOOD WRST MONTH - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,33.432,Variable de sensibilidad
IIDSTNGD12,HOW OFTEN FELT DOWN/WTHLSS/NO GOOD WRST MONTH - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,33.432,Excluir de variables de entrada
IRIMPREMEM,DIFFICULTY REMEMBERING ONE MO IN PST 12 MOS - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,77.89,Variable de sensibilidad
IIIMPREMEM,DIFFICULTY REMEMBERING ONE MO IN PST 12 MOS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,77.89,Excluir de variables de entrada
IRIMPCONCN,DIFFICULTY CONCENTRATING ONE MO IN PST 12 MOS - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,77.89,Variable de sensibilidad
IIIMPCONCN,DIFFICULTY CONCENTRATING ONE MO IN PST 12 MOS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,77.89,Excluir de variables de entrada
IRIMPGOUT,DIFFICULTY GOING OUT ONE MO IN PST 12 MOS - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,77.89,Variable de sensibilidad
IIIMPGOUT,DIFFICULTY GOING OUT ONE MO IN PST 12 MOS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,77.89,Excluir de variables de entrada
IRIMPGOUTM,EMOTIONAL PROBLEMS KEEP YOU FROM LEAVING HOUSE - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,2.655,Variable de sensibilidad
IIIMPGOUTM,EMOTIONAL PROBLEMS KEEP YOU FROM LEAVING HOUSE - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,77.89,Excluir de variables de entrada
IRIMPPEOP,DIFFICULTY DEALING W STRNGERS ONE MO IN PST 12 MOS - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,77.89,Variable de sensibilidad
IIIMPPEOP,DIFFICULTY DEALING W STRNGERS ONE MO IN PST 12 MOS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,77.89,Excluir de variables de entrada
IRIMPPEOPM,EMOTIONAL PROBLEMS KEEP YOU FROM DEALING W STRNGRS - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,3.296,Variable de sensibilidad
IIIMPPEOPM,EMOTIONAL PRBLMS KEEP YOU FROM DEALING W STRNGRS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,77.89,Excluir de variables de entrada
IRIMPSOC,DIFFICULTY PART IN SOCIAL ACT ONE MO IN PST 12 MOS - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,77.89,Variable de sensibilidad
IIIMPSOC,DIFFICULTY PART IN SOCIAL ACT ONE MO IN PST 12 MOS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,77.89,Excluir de variables de entrada
IRIMPSOCM,EMOTIONAL PROBLEMS KEEP YOU FROM SOCIAL ACT - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,4.78,Variable de sensibilidad
IIIMPSOCM,EMOTIONAL PROBLEMS KEEP YOU FROM SOCIAL ACT - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,77.89,Excluir de variables de entrada
IRIMPHHLD,DIFFICULTY HHLD RESPONS ONE MO IN PST 12 MOS - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,77.89,Variable de sensibilidad
IIIMPHHLD,DIFFICULTY HHLD RESPONS ONE MO IN PST 12 MOS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,77.89,Excluir de variables de entrada
IRIMPHHLDM,EMOTIONAL PROBLEMS KEEP YOU FROM HHLD RESP - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,1.372,Variable de sensibilidad
IIIMPHHLDM,EMOTIONAL PROBLEMS KEEP YOU FROM HHLD RESP - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,77.89,Excluir de variables de entrada
IRIMPRESP,DIFFICULTY WORK RESPONS ONE MO IN PST 12 MOS - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,77.89,Variable de sensibilidad
IIIMPRESP,DIFFICULTY WORK RESPONS ONE MO IN PST 12 MOS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,77.89,Excluir de variables de entrada
IRIMPRESPM,EMOTIONAL PROBLEMS KEEP YOU FROM WORK OR SCHOOL - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,4.99,Variable de sensibilidad
IIIMPRESPM,EMOTIONAL PROBLEMS KEEP YOU FROM WORK OR SCHOOL - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,77.89,Excluir de variables de entrada
IRIMPWORK,DIFFICULTY DOING DAILY WORK ONE MO IN PST 12 MOS - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,72.9,Variable de sensibilidad
IIIMPWORK,DIFFICULTY DOING DAILY WORK ONE MO IN PST 12 MOS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,77.89,Excluir de variables de entrada
IRAGADNRVANX,"NERVOUS, ANXIOUS, OR ON EDGE LAST 2 WKS - IMP REV",IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Variable de sensibilidad
IIAGADNRVANX,"NERVOUS, ANXIOUS, OR ON EDGE LAST 2 WKS - IMP IND",IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Excluir de variables de entrada
IRAGADNTSTOP,NOT ABLE TO STOP OR CONTROL WORRYING LAST 2 WKS - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Variable de sensibilidad
IIAGADNTSTOP,NOT ABLE TO STOP OR CONTROL WORRYING LAST 2 WKS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Excluir de variables de entrada
IRAGADWRYMCH,WORRIED TOO MUCH ABOUT DIFF THINGS LAST 2 WKS - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Variable de sensibilidad
IIAGADWRYMCH,WORRIED TOO MUCH ABOUT DIFF THINGS LAST 2 WKS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Excluir de variables de entrada
IRAGADTRBRLX,HAD TROUBLE RELAXING LAST 2 WKS - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Variable de sensibilidad
IIAGADTRBRLX,HAD TROUBLE RELAXING LAST 2 WKS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Excluir de variables de entrada
IRAGADRSTLSS,HARD TO SIT STILL BECAUSE RESTLESS LAST 2 WKS - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Variable de sensibilidad
IIAGADRSTLSS,HARD TO SIT STILL BECAUSE RESTLESS LAST 2 WKS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Excluir de variables de entrada
IRAGADANNOY,EASILY ANNOYED OR IRRITABLE LAST 2 WKS - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Variable de sensibilidad
IIAGADANNOY,EASILY ANNOYED OR IRRITABLE LAST 2 WKS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Excluir de variables de entrada
IRAGADAWFUL,AFRAID SOMETHING AWFUL MIGHT HAPPEN LAST 2 WKS - IMP REV,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Variable de sensibilidad
IIAGADAWFUL,AFRAID SOMETHING AWFUL MIGHT HAPPEN LAST 2 WKS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,100.0,Excluir de variables de entrada
KSSLR6MON,RC-K6 TOTAL SCORE IN PAST MONTH,RECODED ADULT MENTAL HEALTH,Recodificada,100.0,Variable de sensibilidad
SPDPSTMON,RC-PAST MONTH SERIOUS PSCYHOLOGICAL DISTRESS INDICATOR,RECODED ADULT MENTAL HEALTH,Recodificada,100.0,Variable de sensibilidad
KSSLR6YR,RC-K6 TOTAL SCORE IN PAST YEAR,RECODED ADULT MENTAL HEALTH,Recodificada,33.432,Variable de sensibilidad
KSSLR6MAX,RC-WORST K6 TOTAL SCORE IN PAST YEAR,RECODED ADULT MENTAL HEALTH,Recodificada,100.0,Variable de sensibilidad
SPDPSTYR,RC-PAST YEAR SERIOUS PSCYHOLOGICAL DISTRESS INDICATOR,RECODED ADULT MENTAL HEALTH,Recodificada,100.0,Variable de sensibilidad
AKSSLR6WRST,RC-ALTERNATIVE WORST K6 TOTAL SCORE,RECODED ADULT MENTAL HEALTH,Recodificada,100.0,Variable de sensibilidad
WHODASTOTSC,RC-WHODAS TOTAL SCORE,RECODED ADULT MENTAL HEALTH,Recodificada,100.0,Variable de sensibilidad
WHODASDASC,RC-ALTERNATIVE WHODAS SCORE,RECODED ADULT MENTAL HEALTH,Recodificada,100.0,Variable de sensibilidad
AGADTOTSC,RC-ADULT GAD-7 TOTAL SCORE - PAST 2 WEEKS,RECODED ADULT MENTAL HEALTH,Recodificada,100.0,Variable de sensibilidad
AGADSEVSYMP,RC-ADULT GAD-7 SEVERITY OF SYMPTOMS - PAST 2 WEEKS,RECODED ADULT MENTAL HEALTH,Recodificada,100.0,Variable de sensibilidad
AGADMODOSEV,RC-ADULT GAD-7 MODERATE OR SEVERE SYMPTOMS - PAST 2 WEEKS,RECODED ADULT MENTAL HEALTH,Recodificada,100.0,Variable de sensibilidad
ADDPDISC,FEEL DISCRGD ABOUT LIFE WHEN SAD/EMPTY/DEPRESSED,ADULT DEPRESSION,Original u otra,33.853,Variable de sensibilidad
ADDPLSIN,EVER LOSE INT IN THINGS WHEN SAD/EMPTY/DEPRESSED,ADULT DEPRESSION,Original u otra,33.859,Variable de sensibilidad
ADDSLSIN,EVER LOSE INT IN THNGS WHEN FEELING DISCOURGAGED,ADULT DEPRESSION,Original u otra,5.837,Variable de sensibilidad
ADWRPROB,ONE PARTICULAR TIME THAT IS THE WORST ONE EVER,ADULT DEPRESSION,Original u otra,21.929,Variable de sensibilidad
ADWRAGE,AGE WHEN WORST PERIOD OF TIME STARTED,ADULT DEPRESSION,Original u otra,21.62,Variable de sensibilidad
ADWRDEPR,WHEN PRBLMS WORST FELT SAD/EMPTY/DPRSD EVERY DAY,ADULT DEPRESSION,Original u otra,21.952,Variable de sensibilidad
ADWRDISC,WHEN PRBLMS WORST FELT DISCRGED ABT LIFE EVERYDAY,ADULT DEPRESSION,Original u otra,21.948,Variable de sensibilidad
ADWRLSIN,WHEN PRBLMS WORST LOSE INTRST IN ENJOYABLE THINGS,ADULT DEPRESSION,Original u otra,21.967,Variable de sensibilidad
ADWRPLSR,WHEN PRBLMS WORST LOSE PLSURE IN GOOD THINGS,ADULT DEPRESSION,Original u otra,21.945,Variable de sensibilidad
ADWRELES,WHEN PRBLMS WORST HAVE SMALLER APPETITE EVERY DAY,ADULT DEPRESSION,Original u otra,20.747,Variable de sensibilidad
ADWREMOR,WHEN PRBLMS WORST HAVE LARGER APPETITE EVERY DAY,ADULT DEPRESSION,Original u otra,7.755,Variable de sensibilidad
ADWRGAIN,WHEN PRBLMS WORST DID YOU GAIN WEIGHT W/O TRYING,ADULT DEPRESSION,Original u otra,7.746,Variable de sensibilidad
ADWRGROW,WHEN PRBLMS WORST GAIN WGHT W/O TRYING BC GROWING,ADULT DEPRESSION,Original u otra,1.757,Variable de sensibilidad
ADWRPREG,WHEN PRBLMS WORST GAIN WGHT W/O TRYING BC PRGN,ADULT DEPRESSION,Original u otra,2.56,Variable de sensibilidad
ADWRGNL2,WHEN PRBLMS WORST # LBS GAINED WITHOUT TRYING,ADULT DEPRESSION,Original u otra,3.594,Variable de sensibilidad
ADWRLOSE,WHEN PRBLMS WORST DID YOU LOSE WEIGHT W/O TRYING,ADULT DEPRESSION,Original u otra,16.516,Variable de sensibilidad
ADWRDIET,WHEN PRBLMS WORST LOSE WGHT W/O TRYING BC SICK/DT,ADULT DEPRESSION,Original u otra,9.918,Variable de sensibilidad
ADWRLSL2,WHEN PRBLMS WORST # LBS LOST WITHOUT TRYING,ADULT DEPRESSION,Original u otra,7.738,Variable de sensibilidad
ADWRSLEP,WHEN PRBLMS WORST HAVE PRBS SLEEPING/WAKING EARLY,ADULT DEPRESSION,Original u otra,20.8,Variable de sensibilidad
ADWRSMOR,WHEN PRBLMS WORST SLEEP A LOT MORE THAN USUAL,ADULT DEPRESSION,Original u otra,4.116,Variable de sensibilidad
ADWRENRG,WHEN PRBLMS WORST FEEL TIRED/LOW ON ENERGY EVRYDY,ADULT DEPRESSION,Original u otra,20.84,Variable de sensibilidad
ADWRSLOW,WHEN PRBLMS WORST TALK/MOVE SLOWER THAN USUAL,ADULT DEPRESSION,Original u otra,20.664,Variable de sensibilidad
ADWRSLNO,WHEN PRBLMS WORST PEOP NOTICE SLOWER THAN USUAL,ADULT DEPRESSION,Original u otra,10.55,Variable de sensibilidad
ADWRJITT,WHEN PRBLMS WORST RSTLSS/JITTRY/PACING EVERYDAY,ADULT DEPRESSION,Original u otra,10.138,Variable de sensibilidad
ADWRJINO,WHEN PRBLMS WORST PEOP NOTICE YOU WERE RSTLSS,ADULT DEPRESSION,Original u otra,2.417,Variable de sensibilidad
ADWRTHOT,WHEN PRBLMS WORST THGHTS SLOWER/MORE CONFUSING,ADULT DEPRESSION,Original u otra,20.666,Variable de sensibilidad
ADWRCONC,WHEN PRBLMS WORST HAVE TROUBLE CONCENTRATING,ADULT DEPRESSION,Original u otra,20.753,Variable de sensibilidad
ADWRDCSN,WHEN PRBLMS WORST UNABLE TO MAKE DECISIONS,ADULT DEPRESSION,Original u otra,20.713,Variable de sensibilidad
ADWRNOGD,WHEN PRBLMS WRST FEEL NOT AS GOOD AS OTHER PEOPLE,ADULT DEPRESSION,Original u otra,20.783,Variable de sensibilidad
ADWRWRTH,WHEN PRBLMS WORST FEEL TOTALLY WORTHLESS EVERYDAY,ADULT DEPRESSION,Original u otra,16.563,Variable de sensibilidad
AD_MDEA1,SAD/EMPTY/DEPRESSED MOST OF DAY OR DISCOURAGED,ADULT DEPRESSION,Original u otra,21.956,Variable de sensibilidad
AD_MDEA2,LOST INTEREST OR PLEASURE IN MOST THINGS,ADULT DEPRESSION,Original u otra,21.967,Variable de sensibilidad
AD_MDEA3,CHANGES IN APPETITE OR WT,ADULT DEPRESSION,Original u otra,20.654,Variable de sensibilidad
AD_MDEA4,SLEEP PROBLEMS,ADULT DEPRESSION,Original u otra,20.808,Variable de sensibilidad
AD_MDEA5,OTHERS NOTICED THAT R WAS RESTLESS OR LETHARGIC,ADULT DEPRESSION,Original u otra,20.749,Variable de sensibilidad
AD_MDEA6,FELT TIRED/LOW ENERGY NEARLY EVERY DAY,ADULT DEPRESSION,Original u otra,20.84,Variable de sensibilidad
AD_MDEA7,FELT WORTHLESS NEARLY EVERY DAY,ADULT DEPRESSION,Original u otra,20.833,Variable de sensibilidad
AD_MDEA8,INABILITY TO CONCENTRATE OR MAKE DECISIONS,ADULT DEPRESSION,Original u otra,20.772,Variable de sensibilidad
ADPBINTF,WHEN PRBLMS WORST INTERFERE WITH WORK/ PRSNL LIFE,ADULT DEPRESSION,Original u otra,19.679,Variable de sensibilidad
ADPBDLYA,WHEN PRBLMS WORST UNABLE TO CARRY OUT DLY ACTVTS,ADULT DEPRESSION,Original u otra,19.231,Variable de sensibilidad
ADPBRMBR,RMBR AGE WHEN FIRST 2+ WK PERIOD OF TIME STARTED,ADULT DEPRESSION,Original u otra,19.578,Variable de sensibilidad
ADPBAGE,AGE WHEN FIRST 2+ WK PERIOD OF TIME STARTED,ADULT DEPRESSION,Original u otra,19.155,Variable de sensibilidad
ADPBNUM,# TIMES FELT THIS WAY FOR 2 WKS/LNGR DURING LIFE,ADULT DEPRESSION,Original u otra,18.554,Variable de sensibilidad
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,10.605,Variable de sensibilidad
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,10.592,Variable de sensibilidad
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,10.622,Variable de sensibilidad
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,10.626,Variable de sensibilidad
ADPSDAYS,# DYS UNABLE TO WORK/CARRY OUT DLY ACT PST 12 MOS,ADULT DEPRESSION,Original u otra,10.309,Variable de sensibilidad
ADSEEDOC,SEE/TALK TO DR/OTH PROF ABT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,19.645,Variable de sensibilidad
ADFAMDOC,GEN/FAM DOC TALKED W/ABT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,9.486,Variable de sensibilidad
ADOTHDOC,OTH DR TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,9.482,Variable de sensibilidad
ADPSYCH,PSYCHOLOGIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,9.484,Variable de sensibilidad
ADPSYMD,PSYCHIATRIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,9.486,Variable de sensibilidad
ADSOCWRK,SOCIAL WORKER TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,9.486,Variable de sensibilidad
ADCOUNS,COUNSELOR TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,9.476,Variable de sensibilidad
ADOTHMHP,MENTAL PROF TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,9.484,Variable de sensibilidad
ADNURSE,NURSE ETC.TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,9.463,Variable de sensibilidad
ADRELIG,RELIGIOUS ADVSR TLKED W/ABOUT FEELINGS PST 12 MOS,ADULT DEPRESSION,Original u otra,9.474,Variable de sensibilidad
ADHERBAL,HERBALIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,9.484,Variable de sensibilidad
ADOTHHLP,OTH HELP PROF TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,9.486,Variable de sensibilidad
ADTMTNOW,CURRENTLY RCVNG PROF TREATMENT/COUNSLG FOR MOOD,ADULT DEPRESSION,Original u otra,9.501,Variable de sensibilidad
ADRX12MO,TAKE PRES MEDS PRESCRIBED FOR MOOD PAST 12 MONTHS,ADULT DEPRESSION,Original u otra,19.645,Variable de sensibilidad
ADRXNOW,CURRENTLY TAKING PRESC MEDS PRESCRIBED FOR MOOD,ADULT DEPRESSION,Original u otra,8.131,Variable de sensibilidad
ADRXHLP,HOW MUCH HAS PRESC MEDS FOR MOOD HELPED PST 12 MO,ADULT DEPRESSION,Original u otra,8.104,Variable de sensibilidad
ADTMTHLP,HOW MUCH HAS TRMT/COUNSLG HELPED PST 12 MOS,ADULT DEPRESSION,Original u otra,9.41,Variable de sensibilidad
ASDSHOM2,ADULT: DEPRESS FEELINGS ROLE IMPAIRMENT - HOME MANAGEMENT,ADULT DEPRESSION,Original u otra,10.605,Variable de sensibilidad
ASDSWRK2,ADULT: DEPRESS FEELINGS ROLE IMPAIRMENT - ABILITY TO WORK,ADULT DEPRESSION,Original u otra,10.592,Variable de sensibilidad
ASDSREL2,ADULT: DEP FEELINGS ROLE IMPAIRMENT - CLOSE RELATIONSHIPS,ADULT DEPRESSION,Original u otra,10.622,Variable de sensibilidad
ASDSSOC2,ADULT: DEPRESSIVE FEELINGS ROLE IMPAIRMENT - SOCIAL LIFE,ADULT DEPRESSION,Original u otra,10.626,Variable de sensibilidad
AMDEIMP,ADULT: MDE WITH SEVERE ROLE IMPAIRMENT,ADULT DEPRESSION,Original u otra,96.444,Variable de sensibilidad
IRAMDELT,ADULT: LIFETIME MAJOR DEPRESSIVE EPISODE (MDE) - IMP REV,IMPUTED ADULT DEPRESSION,Imputada,100.0,Variable de sensibilidad
IIAMDELT,ADULT: LIFETIME MAJOR DEPRESSIVE EPISODE (MDE) - IMP IND,IMPUTED ADULT DEPRESSION,Imputada,100.0,Excluir de variables de entrada
IRAMDEIMP,ADULT: MDE WITH SEVERE ROLE IMPAIRMENT - IMP REV,IMPUTED ADULT DEPRESSION,Imputada,100.0,Variable de sensibilidad
IIAMDEIMP,ADULT: MDE WITH SEVERE ROLE IMPAIRMENT - IMP IND,IMPUTED ADULT DEPRESSION,Imputada,100.0,Excluir de variables de entrada
ATXMDEYR,RC-ADULT: SAW/TALK TO MD/PROF ABT DEPRESSIVE FEELNGS IN PY,RECODED ADULT DEPRESSION,Recodificada,19.645,Variable de sensibilidad
ARXMDEYR,RC-ADULT: USED RX MEDICATION FOR DEPRESSIVE FEELINGS IN PY,RECODED ADULT DEPRESSION,Recodificada,19.645,Variable de sensibilidad
AMDETXRX,RC-ADULT: RCVD TRT/CNSLG OR RX MED FOR DEPRESS FEELING IN PY,RECODED ADULT DEPRESSION,Recodificada,19.647,Variable de sensibilidad
ADOCMDE,RC-ADULT: SAW/TALK TO GEN PRAC/FAM MD ABT DEP FEELINGS IN PY,RECODED ADULT DEPRESSION,Recodificada,19.624,Variable de sensibilidad
AOMDMDE,RC-ADULT: SAW/TALK TO OTHER MD ABT DEPRESSIVE FEELINGS IN PY,RECODED ADULT DEPRESSION,Recodificada,19.624,Variable de sensibilidad
APSY1MDE,RC-ADULT: SAW/TALK TO PSYCHOLOGIST ABT DEPRES FEELINGS IN PY,RECODED ADULT DEPRESSION,Recodificada,19.624,Variable de sensibilidad
APSY2MDE,RC-ADULT: SAW/TALK TO PSYCHIATRIST ABT DEPRES FEELINGS IN PY,RECODED ADULT DEPRESSION,Recodificada,19.624,Variable de sensibilidad
ASOCMDE,RC-ADULT: SAW/TALK TO SOCIAL WORKR ABT DEPRES FEELINGS IN PY,RECODED ADULT DEPRESSION,Recodificada,19.624,Variable de sensibilidad
ACOUNMDE,RC-ADULT: SAW/TALK TO COUNSELOR ABT DEPRESSVE FEELINGS IN PY,RECODED ADULT DEPRESSION,Recodificada,19.624,Variable de sensibilidad
AOMHMDE,RC-ADULT: SAW/TALK TO OTH MENT HLTH PROF ABT DEP FEELINGS-PY,RECODED ADULT DEPRESSION,Recodificada,19.624,Variable de sensibilidad
ANURSMDE,RC-ADULT: SAW/TALK TO NURSE/OCC THERA ABT DEP FEELINGS IN PY,RECODED ADULT DEPRESSION,Recodificada,19.624,Variable de sensibilidad
